﻿MapName_1000,Nameless Region,พื้นที่ไร้นาม
MapName_1001,Xiangfan Region,มณฑลเซียงฟาน
MapName_1002,Zhongzhou Region,มณฑลจงโจว
MapName_1003,Wuyue Region,มณฑลอู๋เยี่ยว์
MapName_1004,Southwest region,แดนตะวันตกเฉียงใต้
MapName_1100_0,Farmland,พื้นที่เกษตร
MapName_1100,Nameless village,หมู่บ้านไร้นาม
MapName_1101,Nameless hotel,โรงเตี๊ยมไร้นาม
MapName_1104_0,Village leader's house,บ้านหัวหน้าหมู่บ้าน
MapName_1102,Village leader's house - Secret chamber,บ้านหัวหน้าหมู่บ้าน - ห้องลับ
MapName_1103,Village leader's house - Bedroom,บ้านหัวหน้าหมู่บ้าน - ห้องนอน
MapName_1104,Village leader's house - Main hall,บ้านหัวหน้าหมู่บ้าน - โถงหลัก
MapName_1105,Blacksmith's forge,โรงตีเหล็ก
MapName_1106,Hunter's house,บ้านนายพราน
MapName_1107,Woodcutter's house,บ้านคนตัดฟืน
MapName_1108,Shabby house,บ้านทรุดโทรม
MapName_1109,Inn - Guest room,โรงเตี๊ยม - ห้องพัก
MapName_1200_0,Prison,คุก
MapName_1200_1,Training field,ลานฝึก
MapName_1200,Gentle Breeze Camp or Fortress,ค่ายวายุคราม
MapName_1201,Meeting Room,ห้องประชุม
MapName_1202,Treasure room,ห้องสมบัติ
MapName_1203,Bedroom,ห้องนอน
MapName_1204,Storage Room,ห้องเก็บของ
MapName_1300,Wasteland,แดนรกร้าง
MapName_1301,Dilapidated Temple,ศาลเจ้าร้าง
MapName_1302,Dilapidated Temple - Secret chamber,ศาลเจ้าร้าง - ห้องลับ
MapName_1400,Lost Forest,ป่าสาปสูญ
MapName_1401,Suspension Bridge,สะพานแขวน
MapName_1402,Enlightenment zone,สถานที่ตื่นรู้
MapName_1500,Wild Wolf Valley,หุบเขาหมาป่า
MapName_1501,Wolf King Cave,ถ้ำราชาหมาป่า
MapName_1600,Cross Hill,หุบเขาทางแยก
MapName_1700,Ferry,ท่าเรือ
MapName_2000,Half Amateur Studio,Half Full Studio
MapName_5001,Mass Burial Ground,สุสาน
MapName_5002,
MapName_5003,Tea Stall,แผงน้ำชา
MapName_5004,Faraway village,หมู่บ้านห่างไกล
MapName_5005,Refugee Camp,ค่ายผู้ลี้ภัย
MapName_5006,
MapName_5007,Nameless Region Port,ท่าเรือไร้นาม
MapName_5008,Xiangfan Region Port,ท่าเรือเซียงฟาน
MapName_5009,Wuyue Region Port,ท่าเรืออู๋เยี่ยว์
MapName_5011,Nameless cave,ถ้ำไร้นาม
MapName_5012,Test Cutting Platform,ลานประลองทดสอบกระบี่
MapName_5013,Merchant ship,เรือพ่อค้า
MapName_5014,West Border Patrol,ด่านชายแดนตะวันตก
MapName_5015,Ritual Platform,ปะรำพิธี
MapName_5016,God of Marriage's Shrine,ศาลเจ้าเทพเจ้าแห่งการแต่งงาน
MapName_5018,
MapName_5019,
MapName_5020,Above river,เหนือน่านน้ำ
MapName_5022,Above river,เหนือน่านน้ำ
MapName_5025,Zhongzhou Region Port,ท่าเรือจงโจว
MapName_5026,
MapName_5029,Mountain cave,ถ้ำภูเขา
MapName_5030,Sea Serpent Gang,พรรคอสรพิษสมุทร
MapName_5033,Deserted Courtyard,ลานรกร้าง
MapName_5034,
MapName_5035,
MapName_5036,
MapName_5037,Imperial Palace Hall,ห้องโถงพระราชวังหลวง
MapName_5038,Zhongzi Contest,การแข่งขันทำบ๊ะจ่าง
MapName_5039,Supreme Court,ศาลสูงสุด
MapName_5040,Supreme Court - Court,ศาลสูงสุด - ศาล
MapName_5041,Supreme Court - Prison,ศาลสูงสุด - คุก
MapName_5050,Waterfall Pond,บึงน้ำตก
MapName_5051,Cloud Sea Cliff,ผาทะเลเมฆ
MapName_5052,Peak of Challenge,ยอดเขาแห่งการชิงชัย
MapName_6000,"Wuxian Mountain, Southwest foothills",ภูเขาอู๋เซียน - เชิงเขาตะวันตกเฉียงใต้
MapName_6001,"Wuxian Mountain, Northeast foothills",ภูเขาอู๋เซียน - เชิงเขาตะวันออกเฉียงเหนือ
MapName_6002,Wuxian Mountain·Mountain Peak,ภูเขาอู๋เซียน - ยอดเขา
MapName_20100_0,Market,ตลาด
MapName_20100_1,Dirty Street,ตรอกเล้าหมู
MapName_20100_2,Mind Pond,บึงแห่งจิต
MapName_20100,Chuxiang City,เมืองฉู่เซียง
MapName_20101,Prosperous Inn,โรงเตี๊ยมรุ่งโรจน์
MapName_20102,Prosperous Inn - Guest room,โรงเตี๊ยมรุ่งโรจน์ - ห้องรับแขก
MapName_20103_0,Government Office,ศาลาว่าการ
MapName_20103,Government Office - Main hall,ศาลาว่าการ - โถงหลัก
MapName_20104,Government Office - Prison,ศาลาว่าการ - คุก
MapName_20105,Chuxiang Dojo,โรงฝึกฉู่เซียง
MapName_20106,Hall of Remedies,หอเยียวยา
MapName_20107,Rare Artifact Shop,ร้านขายของหายาก
MapName_20108,Grocery store,ร้านขายของชำ
MapName_20109,White Cloud Temple,อารามเมฆขาว
MapName_20110,Blacksmith's forge,โรงตีเหล็ก
MapName_20111,Crimson Sleeve Boutique,โรงผ้าแขนเสื้อแดง
MapName_20112,Pawn shop,โรงจำนำ
MapName_20113,Tea shop,โรงน้ำชา
MapName_20114,Sorrowless Tavern,หอสุราลืมทุกข์
MapName_20115,Sorrowless Tarven - 2nd Floor,หอสุราลืมทุกข์ - ชั้น 2
MapName_20116_0,General's mansion,จวนแม่ทัพ
MapName_20116,General's mansion - Main hall,จวนแม่ทัพ - โถงหลัก
MapName_20117,Armory,คลังแสง
MapName_20118_0,Chuxiang Ding family's mansion,คฤหาสน์ตระกูลติงเมืองฉู่เซียง
MapName_20118,Chuxiang Ding family's mansion - Main hall,คฤหาสน์ตระกูลติงเมืองฉู่เซียง - ห้องโถงหลัก
MapName_20119,Chuxiang Ding family's mansion - Boudoir,คฤหาสน์ตระกูลติงเมืองฉู่เซียง - ห้องลูกสาว
MapName_20120,Chuxiang Ding family's mansion - Secret chamber,คฤหาสน์ตระกูลติงเมืองฉู่เซียง - ห้องลับ
MapName_20121,Dragon Library,ห้องสมุดมังกร
MapName_20122,Residential house,บ้านเรือน
MapName_20123,Residential house,บ้านเรือน
MapName_20124,Residential house,บ้านเรือน
MapName_20195,ChuXiang City's Suburb,นอกเมืองฉู่เซียง
MapName_20196,
MapName_20197,
MapName_20198,
MapName_20199,Chuxiang City,เมืองฉู่เซียง
MapName_20200_0,Arena,ลานประลอง
MapName_20200_1,Market,ตลาด
MapName_20200_2,Tea Stall,แผงน้ำชา
MapName_20200,Daliang City,เมืองต้าเหลียง
MapName_20201,Drifting Cloud Inn,โรงเตี๊ยมเคลื่อนเมฆา
MapName_20202,Drifting Cloud Inn - Guest room,โรงเตี๊ยมเคลื่อนเมฆา - ห้องรับแขก
MapName_20203_0,Government Office,ศาลาว่าการ
MapName_20203,Government Office - Main hall,ศาลาว่าการ - โถงหลัก
MapName_20204,Government Office - Prison,ศาลาว่าการ - คุก
MapName_20205,Daliang Dojo,โรงฝึกต้าเหลียง
MapName_20206,Hall of Rejuvenation,โรงหมอ
MapName_20207,Hall of Rejuvenation - Exam room,โรงหมอ - ห้องทดสอบ
MapName_20208,Department store,ร้านค้า
MapName_20209,Glittering Artifact House,หอไข่มุก
MapName_20210,Fragrance Shop,จตุรัสเครื่องหอม
MapName_20211,Literature Bookstore,ร้านหนังสือวรรณกรรม
MapName_20212,Tea Shop,โรงน้ำชา
MapName_20213,Pawn shop,โรงจำนำ
MapName_20214,Cloud Fabric Shop,ร้านผ้าเมฆา
MapName_20215,Golden Fortune Shop,ร้านโชคทองคำ
MapName_20216,Blacksmith's forge,โรงตีเหล็ก
MapName_20217,Butcher's shop,ร้านขายเนื้อ
MapName_20218,Residential house,บ้านเรือน
MapName_20219,Imperial School,สำนักบัณฑิตหลวง
MapName_20220_0,Baoguo Temple,วัดเป่ากั๋ว
MapName_20220,Baoguo Temple,วัดเป่ากั๋ว
MapName_20221,Tower of Prosperity,หอเจิดจรัส
MapName_20222_0,Duke Ji's manor,ตำหนักองค์ชายฉี
MapName_20222,Duke Ji's manor - Main hall,ตำหนักองค์ชายฉี - โถงหลัก
MapName_20223,Duke Ji's manor - Study,ตำหนักองค์ชายฉี - ห้องหนังสือ
MapName_20224,Duke Ji's manor - Bedroom,ตำหนักองค์ชายฉี - ห้องนอน
MapName_20225,Duke Ji's manor - Guest room,ตำหนักองค์ชายฉี - ห้องรับแขก
MapName_20226,Residential house,บ้านเรือน
MapName_20227,Residential house,บ้านเรือน
MapName_20228,Residential house,บ้านเรือน
MapName_20229,Zhangyue Casino,บ่อนจางเยว่
MapName_20297,
MapName_20298,
MapName_20300,Lin'an City,เมืองหลินอัน
MapName_20300_0,Market,ตลาด
MapName_20300_1,Pier,ท่าเรือ
MapName_20301,Safeguard Escort,สำนักคุ้มกัน
MapName_20302,Hotel Delighted,โรงเตี๊ยมสุขสำราญ
MapName_20303,Hotel Delighted - Guest room,โรงเตี๊ยมสุขสำราญ - ห้องรับแขก
MapName_20304_0,Government Office,ศาลาว่าการ
MapName_20304,Government Office - Main hall,ศาลาว่าการ - โถงหลัก
MapName_20305,Government Office - Study,ศาลาว่าการ - ห้องหนังสือ
MapName_20306,Government Office - Prison,ศาลาว่าการ - คุก
MapName_20307,Lin'an Dojo,โรงฝึกหลินอัน
MapName_20308,Hall of Benevolence,หอศีลธรรม
MapName_20309,Exquisite Pavilion,ศาลาปราณีต
MapName_20310,Grocery store,ร้านขายของชำ
MapName_20311,Cloud Forest Temple,อารามป่าเมฆา
MapName_20312,Residential house,บ้านเรือน
MapName_20313,Residential house,บ้านเรือน
MapName_20314,Ruined shrine,ศาลเจ้าร้าง
MapName_20315_0,Enlightment Tower,หอรู้แจ้ง
MapName_20315,Enlightment Tower - 1st Floor,หอรู้แจ้ง - ชั้น 1
MapName_20316_0,Wine God Tower,หอคอยเทพสุรา
MapName_20316,Wine God Tower - 1st Floor,หอคอยเทพสุรา - ชั้น 1
MapName_20317,Wine God Tower - 2nd Floor,หอคอยเทพสุรา - ชั้น 2
MapName_20318,Aroma House,ร้านเครื่องหอม
MapName_20319_0,Bamboo garden,สวนไผ่
MapName_20319,Maiden House,ตำหนักพิสุทธิ์
MapName_20320,Painting Shop,ร้านภาพวาด
MapName_20321_0,Flower garden,สวนดอกไม้
MapName_20321_1,Duke Kang's manor,ตำหนักองค์ชายคัง
MapName_20321,Duke Kang's manor - Main hall,ตำหนักองค์ชายคัง - โถงหลัก
MapName_20322,Duke Kang's manor - Study,ตำหนักองค์ชายคัง - ห้องหนังสือ
MapName_20323,Duke Kang's manor - Bedroom,ตำหนักองค์ชายคัง - ห้องนอน
MapName_20324,Duke Kang's manor - Princess's bedroom,ตำหนักองค์ชายคัง - ห้องนอนองค์หญิง
MapName_20325,Blacksmith's forge,โรงตีเหล็ก
MapName_20326,Pawn shop,โรงจำนำ
MapName_20327,Wine God Tower - Kitchen,หอคอยเทพสุรา - ห้องครัว
MapName_20328,Maiden House - Boudoir,ห้องส่วนตัว - ตำหนักพิสุทธิ์
MapName_20329,Enlightment Tower - 2nd Floor,หอรู้แจ้ง - ชั้น 2
MapName_20330,Enlightment Tower - Last Floor,หอรู้แจ้ง - ชั้นสุดท้าย
MapName_20331,Relic House,หอสมบัติ
MapName_20332,Underground Arena,ลานประลองใต้ดิน
MapName_20333,Ice Prison,คุกน้ำแข็ง
MapName_20334,Enlightment Tower - 3rd Floor,หอรู้แจ้ง - ชั้น 3
MapName_20335,Enlightment Tower - 4th Floor,หอรู้แจ้ง - ชั้น 4
MapName_20336,Enlightment Tower - 5th Floor,หอรู้แจ้ง - ชั้น 5
MapName_20397,Outside Lin'an,นอกเมืองหลินอัน
MapName_20398,
MapName_2010_0,Zhenwu Sword Formation,ค่ายกลกระบี่เจิ้นหวู่
MapName_2010_1,Star Observatory,หอดูดาว
MapName_2010,Taoist Sect,สำนักเต๋า
MapName_2011,Zhenwu Hall,โถงเจิ้นหวู่
MapName_2012,Alchemy room,ห้องปรุงยา
MapName_2013,Disciples' Room,ห้องลูกศิษย์
MapName_2014_0,Star Chaser Pavilion,ศาลาคว้าดารา
MapName_2014,Star Chaser Pavilion - 1st Floor,ศาลาคว้าดารา - ชั้น 1
MapName_2015,Star Chaser Pavilion - 2nd Floor,ศาลาคว้าดารา - ชั้น 2
MapName_2016,Star Chaser Pavilion - 3rd Floor,ศาลาคว้าดารา - ชั้น 3
MapName_2017,Star Chaser Pavilion - 4th Floor,ศาลาคว้าดารา - ชั้น 4
MapName_2018,Cave of Infinity,ถ้ำไร้ประมาณ
MapName_2020_0,Forest Tower,วิหารป่า
MapName_2020_1,Inscripted monument,อนุสาวรีย์ที่จารึกไว้
MapName_2020_2,Training field,ลานฝึก
MapName_2020_3,Pond,บึง
MapName_2020_4,Big bell,ระฆังใหญ่
MapName_2020,Shifa Temple,อารามฉีฟา
MapName_2021,Hall of Great Strength,หอแห่งความยิ่งใหญ่
MapName_2022,Monk's Living Quarter,ห้องพักหลวงจีน
MapName_2023_0,Scripture Tower,หอพระคัมภีร์
MapName_2023,Scripture Tower - 1st Floor,หอพระคัมภีร์ - ชั้น 1
MapName_2024,Scripture Tower - 2nd Floor,หอพระคัมภีร์ - ชั้น 2
MapName_2025,Scripture Tower - 3rd Floor,หอพระคัมภีร์ - ชั้น 3
MapName_2026,Kitchen,ห้องครัว
MapName_2027,Repentance room,ห้องสำนึกผิด
MapName_2028,Arhat Hall,หออรหันต์
MapName_2030_0,Saint's Stele,แผ่นศิลาเซียน
MapName_2030,Confucius Temple,วัดขงจื้อ
MapName_2031,Dacheng Hall,หอต้าเฉิง
MapName_2032,Disciples' Living Quarter,ห้องลูกศิษย์
MapName_2033,Literature Room,ห้องวรรณกรรม
MapName_2034,Ink House,ห้องหมึก
MapName_2035,Hall of righteousness,หอคุณธรรม
MapName_2040,Crime Investigation Bureau,สำนักสืบสวน
MapName_2041,Interrogation Hall,หอสอบสวน
MapName_2042,Bedroom,ห้องนอน
MapName_2043,Prison,คุก
MapName_2050,Nine Rivers Waterside Stronghold,ค่ายน้ำจิ่วเจียง
MapName_2051,Righteous Hall,หอคุณธรรม
MapName_2052,Bedroom,ห้องนอน
MapName_2053,Kitchen,ห้องครัว
MapName_2060,Tiger Escort,สำนักคุ้มภัยพยัคฆา
MapName_2061,Tiger Hall,โถงพยัคฆ์
MapName_2062,Bedroom,ห้องนอน
MapName_2063,Secret chamber,ห้องลับ
MapName_2064,Storage Room,ห้องเก็บของ
MapName_2070,Langya Sword Pavilion,ศาลากระบี่หลางหยา
MapName_2071,Three Feet Hall,หอสามฟุต
MapName_2072,Weapon Pavilion,หอศาสตรา
MapName_2073,Disciples' Living Quarter,ห้องลูกศิษย์
MapName_2074,Mine,เหมือง
MapName_2080,Ye Family Battalion,กองพันตระกูลเย่
MapName_2081,Loyalty Hall,หอภักดี
MapName_2082,Soldier's tent,กระโจมทหาร
MapName_2083,Armory,คลังแสง
MapName_2090,Herbology Sect,สำนักพฤกษา
MapName_2091,Main hall,โถงหลัก
MapName_2092,Alchemy room,ห้องปรุงยา
MapName_2100,Linlang Temple,วัดหลินหลาง
MapName_2101,Main hall,โถงหลัก
MapName_2102,Linlang Go puzzle,กลหมากล้อมหลินหลาง
MapName_2110,Tomb Raider Sect,สำนักปล้นสุสาน
MapName_2111,Great hall,โถงใหญ่
MapName_2120,Jiuli Tribe,เผ่าจิ่วลี่
MapName_2121,Jiuli Tribe·Main Camp,เผ่าจิ่วลี่·ค่า่ยหลัก
MapName_2122,Jiuli Tribe - Poison Dragon Cave,เผ่าจิ่วลี่·ถ้ามังกรพิษ
MapName_2130,Night Auction Plaza,จัตุรัสปีศาจราตรี
MapName_2131,Great hall,โถงใหญ่
MapName_2139,
MapName_2140,Nest of Swallow,รังนกนางแอ่น
MapName_2150,Nine Factions Sect,นิกายเก้าฝ่าย
MapName_2151,Nine Factions Sect·Senluo Hall,นิกายเก้าฝ่าย·โถงเสิ่นลั่ว
MapName_2155,Buddha Temple,อารามพุทธะ
MapName_2156,Buddha Temple - 1st Floor,อารามพุทธะ - ชั้น 1
MapName_2157,Buddha Temple - 2nd Floor,อารามพุทธะ - ชั้น 2
MapName_2158,Buddha Temple - 3rd Floor,อารามพุทธะ - ชั้น 3
MapName_2159,Buddha Temple - Lasst Floor,อารามพุทธะ - ชั้นบนสุด
MapName_2160,Melody House,ตำหนักบทเพลง
MapName_2161,Melody House·Yinfeng Tower,ตำหนักบทเพลง·หอคอยหยินเฟิง
MapName_2170,Bandit Chief Stronghold,ค่ายหัวหน้าโจร
MapName_2998,
MapName_2999,Training area,ลานฝึก
MapName_10010,Emperor Wu Mausoleum,สุสานจักรพรรดิอู่ตี้
MapName_10020,Ancient Ruin of Shoufang,ซากปรักหักพังโบราณสถานโชวฟาง
MapName_10030,Suburds,ชานเมือง
MapName_10031,Commander's tent,กระโจมแม่ทัพ
MapName_10038,
MapName_10039,Suburds,ชานเมือง
MapName_10040,Horse King Cave,ถ้ำราชาม้า
MapName_10050,Mang Mountain Pit,ถ้ำหลุมภูเขาหมาง
MapName_10060,Longevity Tomb,สุสานอมตะ
MapName_10070,Palace Camp,ค่ายทัพหลวง
MapName_10071,Palace big tent,กระโจมใหญ่ทัพหลวง
MapName_10080,Yan Army Camp,ค่ายกองทัพหยาน
MapName_10100,Southern Camp,ค่ายทางใต้
MapName_10110,Forest of Broken Souls,ป่าวิญญาณสลาย
MapName_10120,Snowflower Valley,หุบเขาโบตั๋น
MapName_10130,Ye Family Battalion Camp,ค่ายกองพันตระกูลเย่
WMapName_1000,Nameless Region,พื้นที่ไร้นาม
WMapName_1001,Xiangfan Region,มณฑลเซียงฟาน
WMapName_1002,Zhongzhou Region,มณฑลจงโจว
WMapName_1003,Wuyue Region,มณฑลอู๋เยี่ยว์
WMapName_1004,Southwest region,แดนตะวันตกเฉียงใต้
WMapName_1100_0,Farmland,พื้นที่เกษตร
WMapName_1100,Nameless village,หมู่บ้านไร้นาม
