﻿DefaultPlayerName_Family,Vinegar,ซู
CharacterInfo_李三,"A ruffian in Chuxiang City, he is a dependant of Lü Zixu and provides him with strategies."
CharacterInfo_江南怪,"A strange old man in the Dirty Street of Chuxiang City, he controls the Dirty Street. He is unkempt, eccentric, humorous, and never plays by the rules."
CharacterInfo_廖月龙,"Born into a martial arts family, he experienced a change of fortune in his early years, his parents died early, and the family treasures were lost in the martial arts world. He had no choice but to take his family's wooden sword and venture into the martial arts world, hoping to retrieve the lost treasures. He has a strong sense of justice, draws his sword to help when he sees injustice, slays evil, and especially hates the Yan Kingdom, to the point where he will fight on sight.",เกิดในตระกูลผู้ฝึกยุทธ ต้องพบเจอโชคชะตาที่ผันเปลี่ยนตั้งแต่วัยเด็ก เสียพ่อแม่ สมบัติของตระกูลก็สูญหายไป เขาจึงไม่มีทางเลือกใดนอกจากหยิบกระบี่ไม้ของตระกูล จากนั้นก็ออกท่องยุทธภพ ด้วยความหวังที่จะตามหาสมบัติที่หายไป เขาเป็นชายรักความยุติธรรม ชักกระบี่ออกเมื่อเห็นความอยุติธรรม โดยเฉพาะอย่างยิ่งอาณาจักรหยานที่เขาเกลียดชังเป็นอย่างมาก ถึงขนาดที่เห็นเมื่อใดสังหารเมื่อนั้น
CharacterInfo_李乐雅,"A humorous man trapped in prison, who has loved music since he was a child. He went to Melody House to steal sheet music, and was mistakenly identified as the culprit who burned down the attic, and was therefore hunted. In order to save his life, he deliberately went to jail.",ชายมากอารมณ์ขันในคุก รักในเสียงดนตรีตั้งแต่ยังเด็ก เขาเดินทางไปยังเรือนเสียงเสนาะเพื่อขโมยคัมภีร์ดนตรี แต่กลับถูกเข้าใจผิดว่าเป็นผู้ลอบวางเพลิง ทำให้ถูกไล่ล่า เพื่อเอาชีวิตรอดจึงได้ยอมถูกจับขังไว้
CharacterInfo_时文修,"A reticent chivalrous man, who claims to be an ascetic monk. He leads a life of contentment, considering the whole world as his home."
CharacterInfo_石万三,"The owner of Glittering Artifact House, who controls all pawnshop businesses in the world. He regularly holds auctions, auctioning off some rare treasures and curiosities. He is extremely wealthy, rich enough to rival a country, and is considered the richest man in the world.",เจ้าของหอไข่มุก ซึ่งควบคุมธุรกิจโรงรับจำนำทั้งหมดในโลก เขาจัดการประมูลเป็นประจำ โดยประมูลสมบัติล้ำค่าและสิ่งของแปลกๆ เขาร่ำรวยมาก รวยพอๆ กับประเทศประเทศนึงได้เลย และถือเป็นคนที่รวยที่สุดในโลก
CharacterInfo_曲忘忧,"The head of the Plant Sect, his medical skills are unfathomable, rumored to be able to bring the dead back to life. However, he suffers from a strange disease that prevents him from being exposed to sunlight. Despite his extraordinary medical skills, he cannot cure himself."
CharacterInfo_柳本草,"One of the few elite disciples in the Plant Sect. After the Plant Sect encountered a change, he was dismissed by Qu Wangyou and entered the martial arts world to make a living with medicine.",หนึ่งในลูกศิษย์ชั้นยอดไม่กี่คนในสำนักพฤกษา หลังจากที่สำนักพฤกษาพบกับการเปลี่ยนแปลง เขาถูกฉู่หวังโหย่วขับไล่ และเข้าสู่โลกยุทธภพเพื่อหาเลี้ยงชีพด้วยวิชาการแพทย์
CharacterInfo_吕文桓,"The commander of Chuxiang City, who controls all affairs in Chuxiang City. But in reality, he is a pleasure-seeking and cowardly person, who considers his appointment as the commander of Chuxiang City to be the most unfortunate event of his life.",ผู้บัญชาการแห่งเมืองฉู่เซียง มีอำนาจควบคุมทุกเรื่องในเมืองฉู่เซียง แต่ในความเป็นจริง เขากับเอาแต่แสวงหาความสุข และเป็นคนขี้ขลาดที่มองว่าการถูกแต่งตั้งเป็นแม่ทัพเมืองฉู่เซียงนี้เป็นเรื่องโชคร้ายที่สุดในชีวิต
CharacterInfo_吕子虚,"The only son of Lü Wenhuan in Chuxiang City, he is arrogant and domineering, causing much suffering to the people who dare not speak out."
CharacterInfo_燕罗冲,"A silent and taciturn assassin who joined the Imperial City Department since childhood, regards {Tong Daofu} as his biological father, and knows nothing about his real origin.",มือสังหารผู้เงียบขรึม ได้เข้าร่วมกับสำนักหลวงตั้งแต่ยังเด็ก นับถือ {ถงเต๋าฟู่} เหมือนเป็นพ่อแท้ๆ แม้จะไม่รู้อะไรเกี่ยวกับต้นกำเนิดของตนเลย
CharacterInfo_铁面人,"The leader of the Nine Factions Sect, whose real identity and origin are a mystery. He claims that his family was destroyed by the persecution of the Zhao government when he was young, and he has suffered all the hardships of the world ever since. However, he learned unparalleled martial arts from a master. Now he wants to gather all those who have suffered injustice to take revenge on this unreasonable world.",ผู้นำนิกายเก้าฝ่าย ผู้ซึ่งตัวตน และต้นกำเนิดของเขายังเป็นปริศนา อ้างตัวว่าครอบครัวถูกทางการของราชวงค์จ้าวทำลายตั้งแต่เล็ก จากนั้นมาก็ต้องพบเจอแต่ความยากลำบาก อย่างไรก็ตาม หลังจากได้รับการถ่ายทอดยอดวิชาจากอาจารย์ ปัจจุบันเขากำลังรวบรวมเหล่าผู้ที่ได้รับความอยุติธรรมเช่นเขา เพื่อที่จะแก้แค้นโลกอันไร้เหตุผลนี้ซะ
CharacterInfo_柳浮名,The leader of the Tower of Prosperity.,ผู้นำของหอเจิดจรัส
CharacterInfo_福箐郡主,"{Kang Wang}'s sister, who has been raised in the palace since childhood and has not seen the outside world. She appears weak and innocent, but has Herculean strength, making it difficult for ordinary men to approach her.",น้องสาวของ {คังหวัง} ถูกเลี้ยงในราชวังมาตั้งแต่เด็ก ทำให้ไม่เคยเห็นโลกภายนอก แม้ภายนอกจะดูอ่อนแอไร้เดียงสา แต่กลับมีพละกำลังมหาศาล ทำให้ยากจะมีชายใดเข้าหา
CharacterInfo_康王,"He is the most outstanding candidate among the younger generation of the Zhao royal family. The previous Zhao Emperor sent him to Jiangnan to train him, but he himself believed that his father was dissatisfied with him, which led to resentment. Now that the world is in chaos, it is also the time for Kang Wang to show his ambition! His ambition is great, not only wanting to unify the world, but also wanting the temples and rivers and lakes to respect him alone."
CharacterInfo_紫天,"A member of the Cold Skin Gang, {Huo Shilou}'s adopted son, who is highly skilled and outstanding, can be described as promising. However, he is violent in nature and believes in fighting violence with violence and evil with evil, so he has made many enemies."
CharacterInfo_霍诗楼,"The leader of the Cold Skin Gang, the overlord of the desert, known for his righteousness in the rivers and lakes, has gathered many heroes and is a character that many forces want to win over."
CharacterInfo_付瑶琴,"The master of Melody House, with an alluring beauty, usually teaches disciples in the house, lives a simple life, and rarely sees the world. She is proud and fiery, holds a great hostility towards all men in the world, and can even kill without hesitation."
CharacterInfo_命不凡,"The head of the Tomb Raider Sect, adept at identifying Feng Shui and searching for ancient tombs. With these skills, he has made a fortune several times and established the Tomb Raider Sect. He and his disciples are committed to collecting all the rare treasures in the world.",ผู้นำสำนักปล้นสุสาน เชี่ยวชาญเรื่องฮวงจุ้ย และการค้นหาสุสานโบราณ จึงอาศัยวิชาเหล่านี้ในการสร้างความมั่งคั่ง และก่อตั้งสำนักโจรปล้นสุสานขึ้น เขา และเหล่าศิษย์ต่างก็มีความตั้งใจในการรวบรวมสมบัติจากทั่วโลกเอาไว้ให้ได้
CharacterInfo_齐王,"Kang Wang's half-brother from the same father. After the fall of Daliang City, he was supported by the Yan Kingdom to take the throne as the regent. Despite his apparent glory, he had to obey the Yan Kingdom in everything. Frustrated, he could only indulge in calligraphy and painting, rarely involving himself in politics. He secretly had the Confucius Temple accumulate power for him and cultivate his followers.",พี่น้องต่างมารดาของคังหวัง หลังจากที่เมืองต้าเหลียงพ่ายแพ้ เขาก็ได้รับการสนับสนุนจากอาณาจักรหยานให้ขึ้นเป็นผู้สำเร็จราชการที่นั่น แต่ถึงแม้จะดูมีชีวิตรุ่งโรจน์ เขากลับต้องยอมทำตามทุกอย่างที่อาณาจักรหยานสั่ง ด้วยความกดดันดังกล่าว จึงทำได้เพียงแต่หมกมุ่นอยู่กับงานอักษร และภาพวาด ยากจะเข้ามายุ่งเกี่ยวกับการเมือง ถึงอย่างนั้นก็ได้แอบสนับสนุนวัดขงจื๊อเพื่อให้เป็นกองกำลังลับของเขา
CharacterInfo_裘之墨,"The sworn brother of Luo Tianxiong from the Crime Investigation Bureau. He is as skilled as Luo Tianxiong, but indifferent to fame and wealth, willingly assisting Luo Tianxiong. He has a strong sense of justice, acts with righteousness, shows no mercy to all evil, and eradicates it, making evildoers terrified and sleepless.",พี่ชายร่วมสามบานของลั่วเทียนเซี่ยงแห่งสำนักสืบสวน มีฝืมือใกล้คู่คี่สูสีกับลั่วเทียนเซี่ยง แต่กลับมีชื่อเสียง และลาภยศที่ต่างกันอย่างมากเพราะต้องการสนับสนุนตัวลั่วเทียนเซี่ยง ตัวเขานั้นรักความยุติธรรมเป็นอย่างมาก และประพฤติตนด้วยคุณธรรมอยู่เสมอ คอยกวาดล้างผู้ทำความชั่วอย่างไร้ความปราณี ทำให้เหล่าผู้ทำความชั่วหวาดกลัวจนไม่อาจนอนหลับ
CharacterInfo_书狂,"One of the four sages of the Confucius Temple. He has been reading poetry and practicing calligraphy since he was a child. Over time, he has realized a set of martial arts from ancient poetry and calligraphy. He has a deep relationship with Hua Chi, like brothers."
CharacterInfo_画痴,"One of the four sages of the Confucius Temple, obsessed with painting. He often starts painting with any item at hand in the middle of a conversation, never caring about other things. He has a deep relationship with Shu Kuang, but is very bothered by Shu Kuang writing on his paintings without his permission."
CharacterInfo_哑琴,"One of the four sages of the Confucius Temple, she is hot-tempered and silent. She spends her days with the sound of the zither, never getting close to people. Even the people of the Confucius Temple know very little about her.",หนึ่งในสี่ปราชญ์ของวัดขงจื้อ เธอเป็นคนอารมณ์ร้อนและเงียบขรึม เธอใช้เวลาทั้งวันไปกับเสียงพิณไม่เคยเข้าใกล้ผู้คน แม้แต่คนในวัดขงจื้อก็รู้น้อยมากเกี่ยวกับเธอ
CharacterInfo_霸南天,"The island owner of Shamen Island, a heinous criminal who was sentenced to exile on Shamen Island. However, he turned the tables by killing the guards and became a king-like figure on Shamen Island, having the power of life and death over newly exiled prisoners."
CharacterInfo_洛天雄,"The head of the Crime Investigation Bureau, a famous detective at the peak of Jianghu. He is tough and stubborn when dealing with criminals, not caring about politics or Jianghu affairs, only focusing on his ideal of a world without villains."
CharacterInfo_洛千雪,"A disciple of the Crime Investigation Bureau, the younger sister of Luo Tianxiong. She has idolized her brother since childhood and hopes to become a famous detective like him one day."
CharacterInfo_顾清扬,"The deputy head of the Holy Fire Sect, an admirer of Fang Xiaoian. He has been following Fang Xiaoian since he defended Chuxiang City. After receiving Fang Xiaoian's guidance, he has achieved great martial arts and has a high reputation within the Holy Fire Sect."
CharacterInfo_陆剑南,"The young master of the Beast Mountain Villa, Tang Tai Jun's biological son. However, he has no interest in taking over the villa, but prefers to travel and play, not doing his proper duties. After his pet went missing, he ran away from the villa to find it."
CharacterInfo_唐太君,"The owner of the Beast Mountain Villa, one of the legendary ""Eight Saints"". After the battle of Chuxiang City, he kept his promise to guard the southwest, his fame deterred the various factions in the southwest from daring to step into the Central Plains. But with the fall of Daliang and the capture of the Zhao Emperor, Tang Tai Jun felt his age and wanted to retire, letting the younger generation take over the villa."
CharacterInfo_唐婉儿,"Tang Tai Jun's niece from the Beast Mountain Villa, Lu Jian Nan's cousin. She is gentle and lovely, with a natural affinity for wild animals. She has been attached to her cousin since she was a child, but her cousin avoids her. After Lu Jian Nan ran away from home, she stayed in the villa to help Tang Tai Jun manage the affairs."
CharacterInfo_方小白,"An ambitious waiter who yearns for the Jianghu, hoping to become a hero one day."
CharacterInfo_杨幺儿,"Seemingly an ordinary soldier, he is actually a descendant of the Yang family. After the Yang family was persecuted, he lived a life of hiding for more than a decade, and only recently returned to a peaceful life. In order to restore the glory of the Yang family, he resolutely joined the army, hoping to become a great general who shakes the world like his father one day.",แม้จะดูเหมือนทหารธรรมดา แต่จริงๆแล้วเขาคือทายาทแห่งตระกูลหยาง หลังจากที่ตระกูลหยางถูกใส่ร้าย เขาก็ได้ใช้ชีวิตอย่างหลบๆซ่อนๆเป็นเวลามากกว่าสิบปี จนพึ่งจะได้กลับมามีชีวิตสงบสุขเมื่อไม่นานนี้ เพื่อที่จะฟื้นฟูความรุ่งโรจน์ของตระกูลหยาง เขาจึงตัดสินใจอย่างแน่วแน่ เข้าร่วมกองทัพ หวังว่าสักวันหนึ่งจะได้เป็นแม่ทัพผู้ยิ่งใหญ่ที่จะสั่นสะเทือนทั่วหล้า ดั่งเช่นพ่อของเขา
CharacterInfo_半瓶神仙醋,"The most mysterious knight in the martial arts world, no one knows where he comes from, but there are legends about him everywhere in the martial arts world.",จอมยุทธผู้ลึกลับที่สุดในยุทธภพ ไม่มีใครทราบว่าเขามาจากไหนกันแน่ แต่กลับมีตำนานมากมายถูกกล่าวขานไปทั่วยุทธภพ
CharacterInfo_无名小村猎户,"A hunter from Nameless village with superb hunting skills. He used to be a subordinate of General Yang who defended Chuxiang City. After the Yang army was disbanded, he fled to Nameless village to hide, and since then he has been living incognito, making a living by hunting.",นายพรานจากหมู่บ้านนิรนาม มีทักษะล่าสัตว์ที่ยอดเยี่ยม ในอดีตเคยเป็นสหายร่วมรบกับแม่ทัพหยาง ผู้ซึ่งปกป้องเมืองฉู่เซียงไว้ในอดีต หลังจากที่กองทัพหยานได้พ่ายแพ้ เขาก็หลบลี้มายังหมู่บ้านนิรนามเพื่อซ่อนตัว นับจากนั้นก็ใช้ชีวิตเงียบๆ อาศัยการล่าสัตว์ประทังชีวิต
CharacterInfo_无名小村铁匠,"The blacksmith of the Nameless Village, he is as strong as an ox and has top-notch blacksmithing skills. He was once the top disciple of the Langya Sword Pavilion, known as the ""Jade-faced Ganjiang"" in his youth, but now it's hard to tell. He ran away from the Sword Pavilion due to certain events and has been living incognito in the Nameless Village."
CharacterInfo_无名小村郎中,"When he was young, he devoted himself to studying medicine, hoping to save the world after becoming a great doctor. However, due to his lack of talent, he only knew the basics after wasting half of his life, and could only become a country doctor, treating some minor illnesses to make ends meet.",เมื่อครั้งยังหนุ่ม เขาเคยอุทิศตัวให้กับการศึกษาวิชาแพทย์ หวังว่าจะได้เป็นหมอเลื่องชื่อที่คอยช่วยผู้คนทั่วหล้า ถึงอย่างนั้น ด้วยความที่ไร้พรสวรรค์ จึงทำให้รู้เพียงพื้นฐานแม้จะใช้เวลาร่วมครึ่งชีวิต และได้เป็นเพียงหมอธรรมดาตามชานเมือง รักษาโรคทั่วไปเพื่อประทังชีวิต
CharacterInfo_无名小村老板娘,"The proprietress of Nameless hotel, with excellent cooking skills, a fiery and flexible character. She runs Nameless hotel alone. According to Bao Dating, the people who pursued her could line up to the entrance of Nameless village, but no one could win her heart.",เถ้าแก่เนี้ยแห่งโรงเตี๊ยมไร้นาม มีฝีมือการทำอาหารที่สูงเยี่ยม แต่มีนิสัยที่ค่อนข้างอารมณ์ร้อนยากคาดเดา เธอดูแลโรงเตี๋ยมไร้นามด้วยตัวคนเดียว ถ้าอ้างอิงจากคำบอกของเปาต้าถิง บุรุษที่ต้องการจีบนางนั้นมีมากจนสามารถต่อแถวยาวได้ถึงหน้าหมู่บ้าน แต่ก็ไม่มีใครที่ชนะใจเธอได้เลย
CharacterInfo_无名小村包打听,"A young man in Nameless village who is idle all day, usually inquiring about gossip everywhere, making a living by exchanging the gossip he heard for some small money.",ชายหนุ่มแห่งหมู่บ้านนิรนามที่วันๆไม่ทำอะไร เอาแต่ตามหาคอยฟังเรื่องราวซุบซิบของผู้คน และขายมันแลกเงินเล็กๆน้อยๆเพื่อประทังชีวิต
CharacterInfo_华青青,"A female disciple of the Nest of Swallow, she is not highly regarded due to her mediocre talent. She always wants to prove her skills, but things often go against her wishes. She is greatly loved by Bu Juechen, so everyone gives her some respect."
CharacterInfo_一枝花,"The owner of Zhangyue Casino, with superb gambling skills. She is bold and generous, even the male heroes are not her match, known as ""Sister Hua"" in the martial arts world. Her real identity is the leader of the assassination organization - Black Robe Group, a mysterious and ruthless character."
CharacterInfo_鱼薇儿,"An orphan adopted by the master of Melody House, Fu Yaoqin, who loves her as her own and takes care of her meticulously. Yu Weier grows up carefree in Melody House, never knowing the evil of human nature."
CharacterInfo_燕歌行,"The master who was worshipped in Nameless village, originally thought to be just an unserious old man, his real identity is the younger brother of Lao Motou Chu Kuangsheng, the real founder of Nine Factions Sect. Due to being ambushed by enemies, he lost all his martial arts and his meridians were destroyed. Now he has healed his old injuries and recovered his strength, ready to fulfill his lifelong wish."
CharacterInfo_霖安群芳馆馆主,"Born into a noble family, proficient in the Four Arts, but fell into a low status due to family changes. After many twists and turns, she was appreciated by Kang Wang and became the owner of the Maiden House. Although she claims to be old and faded, she still has peerless elegance."
MoralFondness_长春子,"Despise evil, Sincere."
MoralFondness_洪小七,"Unyielding, Nonchalant."
MoralFondness_苗彩蝶,"Ingenious, Childlike."
MoralFondness_释嗔,"Trustworthy, Valiant."
MoralFondness_凌鸿轩,"Courageous, Trustworthy."
MoralFondness_凌梦蝶,"Knowledgeable, Compassionate."
MoralFondness_叶银瓶,"Courageous, Trustworthy."
MoralFondness_重阳子,"Benevolent, Righteous."
MoralFondness_邋遢张,"Turstworthy, Duitful."
MoralFondness_蔡元常,"Self-discipline, Scholarly."
MoralFondness_蔡攸之,"Modest, Sincere."
MoralFondness_曼陀罗,"Repay kindness with kindness, keep your word."
MoralFondness_步绝尘,"Nonchalant, Trustworthy."
MoralFondness_慧元,"Compassionate, wise but appears foolish."
MoralFondness_癞头癫,"Keep promises, help the weak and the poor.",รักษาสัญญา ช่วยเหลือผู้อ่อนแอและยากไร้
MoralFondness_完颜昭宁,"Brave as the best of armies, unmatched in wit."
MoralFondness_庖春秋,"Go through fire and water for Soup, keep one's word."
MoralFondness_叶云,"Robust, high-minded."
MoralFondness_完颜亮,"Cunning and treacherous, harboring evil intentions."
MoralFondness_萧元霸,"Unstoppable, Righteous offering."
MoralFondness_穆再兴,"Unstoppable courage, Virtuous."
MoralFondness_残棋,"Taciturn and untrustworthy, clever and resourceful."
MoralFondness_剑痴,"Far-sighted, keep promises worth a thousand gold."
MoralFondness_欧冶恒,"Keep promises, share weal and woe."
MoralFondness_韩红玉,"Honoring promises, assisting the Righteous."
MoralFondness_独孤剑一,"Robust, knowledgeable and strong."
MoralFondness_孔一刀,"A brave man, Righteous and generous."
MoralFondness_顾倾城,"Courteous, honoring promises."
MoralFondness_说书人,"Brave to do what is right, keep promises."
MoralFondness_沈无欺,"Sincere, Discerning eyes.","จริงใจ, สายตาที่เฉียบคม."
MoralFondness_绛紫烟,"Disrespect for etiquette, keep one's word."
MoralFondness_牛二,"Selfish, ready to help others at the expense of oneself."
MoralFondness_李三,"Not stickler for trifles, ready to help others at the expense of oneself."
MoralFondness_江南怪,"Keep one's word and act accordingly, help the weak and suppress the strong."
MoralFondness_李乐雅,"Keep promises, share weal and woe."
MoralFondness_曲忘忧,"Benevolent and generous, keep promises."
MoralFondness_吕子虚,"Arrogant and impolite, selfish."
MoralFondness_福箐郡主,"Courteous, keep one's word and act accordingly."
MoralFondness_付瑶琴,"Brave and decisive, Clever."
MoralFondness_裘之墨,"Fearless, self-discipline and respect for others."
MoralFondness_书狂,"Disrespect for etiquette, fearless."
MoralFondness_画痴,"Return to simplicity, value righteousness over profit."
MoralFondness_哑琴,"Insensitive, Indomitable.","ไม่อ่อนไหว, ไม่ย่อท้อ."
MoralFondness_洛天雄,"Die for a just cause, keep promises."
MoralFondness_洛千雪,Charitable and trustworthy.
MoralFondness_方小白,"Indomitable, ready to sacrifice.","ไม่ย่อท้อ, พร้อมที่จะเสียสละ"
MoralFondness_杨幺儿,"Endure hardship, inseparable companionship."
MoralFondness_华青青,"Unconcerned with trifles, reckless."
MoralFondness_一枝花,"Fearless, words weighty as nine tripods."
MoralFondness_鱼薇儿,"Innocent at heart, Courteous."
MoralFondness_无名小村猎户,"Fearless in the face of danger, loyal and supportive.",ไม่เกรงกลัวแม้อยู่ต่อหน้าภัยอันตราย ภักดี และคอยสนับสนุน
MoralFondness_无名小村包打听,"Sharp tongue, keep promises.",ปากร้ายใจดี
MoralFondness_无名小村铁匠,"Brave danger for a just cause, value righteousness over profit."
MoralFondness_无名小村郎中,"Save the dying and heal the injured, approachable.",ช่วยคนใกล้ตาย รักษาคนเจ็บ เข้าถึงง่าย
MoralFondness_无名小村老板娘,"Gentle inside, tough outside, sincere.",จริงใจ แข็งนอก อ่อนใน
MoralFondness_霖安群芳馆馆主,"Fearless, a promise worth a thousand gold.",ไร้ความกลัว รักษาคำพูดดั่งเงินพันชั่ง
CharacterInfo_野狼王啸月,"The wolf king of the Wild Wolf Valley, its silver-white fur is very noticeable even at night. Liu Shiba secretly raised it in the military camp years ago. After General Yang was wronged, it has been guarding General Yang's tomb in the Wild Wolf Valley, showing great ferocity and loyalty."
CharacterInfo_赤睛棕熊赤睛,"A brown bear born deep in the XiangfanSoul Destroyer Forest, with red eyes, of unknown species. It has a violent temper and immense strength, and it took a lot of effort to tame it."
CharacterInfo_野猪头目刚烈,"A wild boar living deep in the Nameless areaLost Forest, for some reason its body is red and it is larger than ordinary wild boars. Although it looks fierce, it is actually timid and very greedy. Understanding these characteristics makes it easy to get along with."
CharacterInfo_猎户的大黑狗,"A black dog raised by Liu Shiba, faithfully carrying out the task of guarding the house for Liu Shiba. Liu Shiba loves this dog very much, but it seems that Wang Dachui doesn't feel the same way..."
CharacterInfo_无名小村大公鸡,"A proud rooster in the Nameless village, the leader of the village's chicken flock, with a strong sense of territory. The villagers dare not provoke it at will. As for why people can ride a chicken on long journeys, that's an unsolved mystery."
CharacterInfo_老虎山君,
CharacterInfo_白猿白首,"A white giant ape encountered deep in the Longevity Tomb, it's unknown why it appears in the ancient tomb and why it guards the coffin. It's truly a mysterious relic."
CharacterInfo_猴子追风,"Golden monkeys wandering around in the Shifa Temple, they seem very smart, and their figures can be seen during the morning classes every day. Their understanding of Buddhism is also very profound, and ordinary monks may not be their opponents in a debate."
CharacterInfo_熊猫玄霜,
CharacterInfo_猫三花,"A stray cat in Chuxiang City, due to living behind the Forgotten House, it has high demands for food, and can be called a ""gourmet"" among animals. As for why cats can pull carts, that's another unsolved mystery.","แมวจรจัดในเมืองชูเซียง เนื่องจากอาศัยอยู่หอสุราลืมทุกข์ จึงมีความต้องการอาหารสูง และเรียกได้ว่าเป็น ""นักชิม"" ในหมู่สัตว์ต่างๆ สาเหตุที่แมวสามารถลากเกวียนได้ นั่นเป็นปริศนาที่ยังไม่ได้รับการแก้ไขอีกประการหนึ่ง"
CharacterInfo_狗王,"A stray dog in Chuxiang City, feed it some meat out of pity for its pitiful state."
CharacterInfo_琅琊剑阁后山黑猿,"A giant monkey deep in the back mountain of Langya Sword Pavilion, it has a violent temper, and many disciples of the sword pavilion have been injured by it, but it seems surprisingly reasonable."
CharacterInfo_毒龙,"A lizard raised by Miao Muli in the Poison Dragon Cave, after years of eating Toxic, its body also contains a large amount of toxins."
CharacterInfo_异变毒龙,"A lizard raised by Miao Muli in the Poison Dragon Cave, it may have mutated due to eating too much Toxic, turning its body red, and its body fluids are also highly toxic. Is it really okay to ride on it for long journeys?"
MoralFondness_定风波,"Value friendship and loyalty, keep your word."
MoralFondness_燕歌行,"Benevolence and righteousness Duality, worry about the country and the people."
